geneGC	obsGC
38.20617355853233	43.99
38.20617355853233	41.370000000000005
38.20617355853233	39.985
38.20617355853233	30.72
38.20617355853233	34.29
38.20617355853233	42.62666666666667
38.20617355853233	35.25
38.20617355853233	38.65
38.20617355853233	35.37
38.20617355853233	44.75
38.20617355853233	45.71
38.20617355853233	48.07
38.20617355853233	34.1
38.20617355853233	40.90833333333334
38.20617355853233	44.04
38.20617355853233	35.17333333333334
38.20617355853233	40.735
38.20617355853233	29.85
38.20617355853233	39.40333333333333
38.20617355853233	41.94
38.20617355853233	30.15
38.20617355853233	44.37
38.20617355853233	40.79
38.20617355853233	36.51666666666667
38.20617355853233	30.46
38.20617355853233	41.01333333333333
44.5045045045045	43.45
42.819030680302355	41.055
49.89676531314522	49.52
49.89676531314522	48.94
49.89676531314522	50.545
49.89676531314522	51.114999999999995
49.89676531314522	46.86
49.89676531314522	49.52
49.89676531314522	49.87
49.89676531314522	48.38
49.89676531314522	49.86833333333334
49.89676531314522	51.29
49.89676531314522	49.669999999999995
45.64755838641189	45.88666666666666
38.95639742673338	39.39
38.95639742673338	43.988
38.95639742673338	39.32
38.95639742673338	45.29999999999999
38.95639742673338	37.03
38.793103448275865	41.69
45.84450402144772	39.01
45.84450402144772	50.72
45.84450402144772	53.4
53.97489539748954	50.75
53.97489539748954	51.99
53.97489539748954	53.39
53.97489539748954	53.39
50.74850299401198	50.06
50.74850299401198	54.95
50.74850299401198	51.67
50.74850299401198	51.34
50.74850299401198	58.16
50.74850299401198	57.49
50.74850299401198	52.46
55.485611510791365	55.49
55.485611510791365	48.09
55.485611510791365	52.59
55.485611510791365	54.2
55.485611510791365	54.89
55.485611510791365	49.555
43.97076735688185	43.045
43.97076735688185	44.41
43.97076735688185	44.31
46.92660550458715	48.69
46.92660550458715	50.23
46.92660550458715	47.39
46.92660550458715	47.73
46.92660550458715	47.37
46.92660550458715	47.97666666666667
46.92660550458715	46.01
46.92660550458715	46.14333333333334
46.92660550458715	46.315
46.92660550458715	49.81
46.92660550458715	46.98
46.92660550458715	47.025
46.92660550458715	48.42
46.92660550458715	45.94
46.92660550458715	46.114999999999995
46.92660550458715	51.01
46.92660550458715	45.71
46.92660550458715	45.94
46.92660550458715	46.39
46.92660550458715	46.959999999999994
46.92660550458715	47.3
46.92660550458715	47.86
46.92660550458715	46.185
46.92660550458715	46.93333333333333
46.92660550458715	47.85
46.92660550458715	50.29
46.92660550458715	48.19833333333333
46.92660550458715	47.739999999999995
46.92660550458715	49.416666666666664
46.92660550458715	45.94
46.92660550458715	47.666666666666664
46.92660550458715	45.99
46.92660550458715	45.94
46.92660550458715	49.370000000000005
46.92660550458715	46.31
46.92660550458715	48.21
46.92660550458715	49.215
46.92660550458715	45.94
46.92660550458715	46.83
46.92660550458715	45.94
46.92660550458715	48.58
46.92660550458715	45.67
46.92660550458715	47.17
46.92660550458715	47.199999999999996
46.92660550458715	46.699999999999996
46.92660550458715	48.87
46.92660550458715	50.68
46.92660550458715	47.8
46.92660550458715	45.35
46.92660550458715	46.14
46.92660550458715	48.67
46.92660550458715	50.83
46.92660550458715	46.5
46.92660550458715	47.98
46.92660550458715	48.22
46.92660550458715	48.46
46.92660550458715	41.5325
46.92660550458715	47.73
46.92660550458715	48.35
46.92660550458715	48.17
46.92660550458715	49.04666666666666
46.92660550458715	45.94
46.92660550458715	46.165
46.92660550458715	48.51
46.92660550458715	46.29
46.92660550458715	45.94
46.92660550458715	48.0
46.92660550458715	45.79
46.92660550458715	50.19
46.92660550458715	46.29
46.92660550458715	48.004999999999995
46.92660550458715	48.435
46.92660550458715	47.73
46.92660550458715	47.065
46.92660550458715	46.03
46.92660550458715	45.94
46.92660550458715	45.94
46.92660550458715	48.83
46.92660550458715	47.15
46.92660550458715	46.86
46.92660550458715	46.91
45.22068095838588	42.87
45.22068095838588	41.18
45.22068095838588	44.57
45.22068095838588	34.55
45.22068095838588	38.05
45.22068095838588	35.14
45.22068095838588	37.04
45.22068095838588	40.0
45.22068095838588	33.82
